"Parasite.species","Host.no","Stage","hosts","hs","var.hs","stage2","maxLCL"
"Hedruris ijimai",1,"1larv",1,1,NA,"larva",2
"Hedruris ijimai",2,"adult",5,1.6,0.24,"adult",2
"Hedruris spinigera",1,"1larv",1,1,NA,"larva",2
"Hedruris spinigera",2,"adult",6,4,0,"adult",2
"Hedruris suttonae",1,"1larv",1,1,NA,"larva",2
"Hedruris suttonae",2,"adult",2,1,0,"adult",2
"Heligmosomoides kurilensis",1,"adult",2,2,0,"adult",1
"Heligmosomoides laevis",1,"adult",1,1,NA,"adult",1
"Heligmosomoides polygyrus",1,"adult",4,2.33333333333333,0.555555555555556,"adult",1
"Heligmosomum mixtum",1,"adult",3,1.66666666666667,0.222222222222222,"adult",1
"Hepatojarakus malayae",1,"adult",2,1,0,"adult",1
"Heterakis gallinarum",1,"1larv",4,NA,NA,"larva",2
"Heterakis gallinarum",2,"adult",5,3.1,0.69,"adult",2
"Heterakis spumosa",1,"1larv",3,NA,NA,"larva",2
"Heterakis spumosa",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2
"Hexaglandula corynosoma",1,"1larv",2,1,0,"larva",2
"Hexaglandula corynosoma",2,"adult",1,1,NA,"adult",2
"Hexametra angusticaecoides",1,"1larv",3,3.66666666666667,0.222222222222222,"larva",3
"Hexametra angusticaecoides",2,"2larv",9,2.30555555555556,2.26774691358025,"larva",3
"Hexametra angusticaecoides",3,"adult",6,2.53333333333333,0.248888888888889,"adult",3
"Hexametra boddaertii",1,"1larv",5,3.6,1.64,"larva",2
"Hexametra boddaertii",2,"adult",9,2.63888888888889,0.397376543209877,"adult",2
"Hexametra quadricornis",1,"1larv",9,2.75,0.6875,"larva",2
"Hexametra quadricornis",2,"adult",30,2.67586206896552,0.269647245342846,"adult",2
"Hilmylepis nagatyi",1,"1larv",1,1,NA,"larva",2
"Hilmylepis nagatyi",2,"adult",6,1,0,"adult",2
"Huffmanela huffmani",1,"1larv",2,3,0,"larva",2
"Huffmanela huffmani",2,"adult",8,1.46428571428571,0.248724489795918,"adult",2
"Hunterella nodulosa",1,"1larv",2,1,0,"larva",2
"Hunterella nodulosa",2,"adult",2,1,0,"adult",2
"Hymenolepis abortiva",1,"1larv",1,1,NA,"larva",2
"Hymenolepis abortiva",2,"adult",4,1.83333333333333,0.138888888888889,"adult",2
"Hymenolepis aequabilis",1,"1larv",1,1,NA,"larva",2
"Hymenolepis aequabilis",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2
"Hymenolepis cantaniana",1,"1larv",3,1,0,"larva",2
"Hymenolepis cantaniana",2,"adult",2,3,0,"adult",2
"Hymenolepis carioca",1,"1larv",2,1,NA,"larva",2
"Hymenolepis carioca",2,"adult",2,4,0,"adult",2
"Hymenolepis citelli",1,"1larv",6,2.4,0.24,"larva",2
"Hymenolepis citelli",2,"adult",13,2.25641025641026,0.241946088099934,"adult",2
"Hymenolepis diminuta",1,"1larv",6,3.2,1.16,"larva",2
"Hymenolepis diminuta",2,"adult",6,2.2,0.426666666666667,"adult",2
"Hymenolepis nana",1,"1larv",6,3.2,0.76,"larva",2
"Hymenolepis nana",2,"adult",9,2.75,0.743055555555556,"adult",2
"Hymenolepis peromysci",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",2
"Hymenolepis peromysci",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2
"Hymenolepis tenerrima",1,"1larv",1,1,NA,"larva",2
"Hymenolepis tenerrima",2,"adult",1,1,NA,"adult",2
"Hymenolepis vistulae",1,"1larv",1,1,NA,"larva",2
"Hymenolepis vistulae",2,"adult",1,1,NA,"adult",2
"Hyostrongylus rubidus",1,"adult",2,4,0,"adult",1
"Hysterothylacium aduncum",1,"1larv",28,4.17,0.9211,"larva",3
"Hysterothylacium aduncum",2,"2larv",23,5.24110671936759,1.25807308347264,"larva",3
"Hysterothylacium aduncum",3,"adult",15,3.6,0.563809523809524,"adult",3
"Hysterothylacium analarum",1,"1larv",1,1,NA,"larva",3
"Hysterothylacium analarum",2,"adult",2,2,0,"adult",3
"Hysterothylacium analarum",3,"adult",1,1,NA,"adult",3
"Hysterothylacium bidentatum",1,"1larv",1,1,NA,"larva",2
"Hysterothylacium bidentatum",2,"adult",1,1,NA,"adult",2
"Hysterothylacium haze",1,"1larv",5,4.66666666666667,2.22222222222222,"larva",2
"Hysterothylacium haze",2,"adult",1,1,NA,"adult",2
"Hystrichis tricolor",1,"1larv",3,2.66666666666667,0.222222222222222,"larva",2
"Hystrichis tricolor",2,"adult",4,1.5,0.25,"adult",2
"Ibirhynchus dimorpha",1,"1larv",2,2,0,"larva",2
"Ibirhynchus dimorpha",2,"adult",2,4,0,"adult",2
"Joyeuxilepis acanthorhyncha",1,"1larv",3,2,0,"larva",2
"Joyeuxilepis acanthorhyncha",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2
"Joyeuxilepis decacantha",1,"1larv",14,2.48351648351648,0.535442579398623,"larva",2
"Joyeuxilepis decacantha",2,"adult",6,1.6,0.24,"adult",2
"Joyeuxilepis octacantha",1,"1larv",2,2,0,"larva",2
"Joyeuxilepis octacantha",2,"adult",1,1,NA,"adult",2
"Khawia armeniaca",1,"1larv",1,1,NA,"larva",2
"Khawia armeniaca",2,"adult",4,1.83333333333333,0.138888888888889,"adult",2
"Khawia baltica",1,"1larv",1,1,NA,"larva",2
"Khawia baltica",2,"adult",1,1,NA,"adult",2
"Khawia japonensis",1,"1larv",2,2,0,"larva",2
"Khawia japonensis",2,"adult",1,1,NA,"adult",2
"Khawia parva",1,"1larv",1,1,NA,"larva",2
"Khawia parva",2,"adult",3,1,0,"adult",2
"Khawia sinensis",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",2
"Khawia sinensis",2,"adult",3,2,0,"adult",2
"Labiostrongylus eugenii",1,"adult",1,1,NA,"adult",1
"Lacistorhynchus dollfusi",1,"1larv",1,1,NA,"larva",3
"Lacistorhynchus dollfusi",2,"2larv",6,3.9,0.09,"larva",3
"Lacistorhynchus dollfusi",3,"adult",5,2.7,1.21,"adult",3
"Lacistorhynchus tenuis",1,"1larv",2,1,0,"larva",3
"Lacistorhynchus tenuis",2,"2larv",3,5.33333333333333,0.888888888888889,"larva",3
"Lacistorhynchus tenuis",3,"adult",1,1,NA,"adult",3
"Lagochilascaris major",1,"1larv",3,2.66666666666667,0.222222222222222,"larva",2
"Lagochilascaris major",2,"adult",1,1,NA,"adult",2
"Lagochilascaris minor",1,"1larv",6,2.8,0.293333333333333,"larva",2
"Lagochilascaris minor",2,"adult",5,3.2,0.56,"adult",2
"Lagochilascaris sprenti",1,"1larv",7,3.42857142857143,0.816326530612245,"larva",2
"Lagochilascaris sprenti",2,"adult",1,1,NA,"adult",2
"Lateriporus clerci",1,"1larv",1,1,NA,"larva",2
"Lateriporus clerci",2,"adult",10,3.35555555555556,1.07358024691358,"adult",2
"Lateriporus mathevossianae",1,"1larv",1,1,NA,"larva",2
"Lateriporus mathevossianae",2,"adult",3,3,2,"adult",2
"Lateriporus skrjabini",1,"1larv",1,1,NA,"larva",2
"Lateriporus skrjabini",2,"adult",8,2.14285714285714,1.33673469387755,"adult",2
"Lateriporus teres",1,"1larv",2,2,0,"larva",2
"Lateriporus teres",2,"adult",7,3,1.42857142857143,"adult",2
"Leidynema appendiculata",1,"adult",2,1,0,"adult",1
"Leptorhynchoides apoglyphicus",1,"1larv",1,1,NA,"larva",3
"Leptorhynchoides apoglyphicus",2,"2larv",6,1.53333333333333,0.248888888888889,"larva",3
"Leptorhynchoides apoglyphicus",3,"adult",6,1.6,0.24,"adult",3
"Leptorhynchoides nebularosis",1,"1larv",1,1,NA,"larva",3
"Leptorhynchoides nebularosis",2,"adult",6,1.73333333333333,0.195555555555556,"adult",3
"Leptorhynchoides nebularosis",3,"adult",2,1,0,"adult",3
"Leptorhynchoides thecatus",1,"1larv",1,1,NA,"larva",4
"Leptorhynchoides thecatus",2,"2larv",3,1,0,"larva",4
"Leptorhynchoides thecatus",3,"adult",4,1.83333333333333,0.138888888888889,"adult",4
"Leptorhynchoides thecatus",4,"adult",1,1,NA,"adult",4
"Libyostrongylus douglassii",1,"adult",1,1,NA,"adult",1
"Liga facile",1,"1larv",1,1,NA,"larva",2
"Liga facile",2,"adult",1,1,NA,"adult",2
"Ligula intestinalis",1,"1larv",14,2.81318681318681,1.1629030310349,"larva",3
"Ligula intestinalis",2,"2larv",27,2.04,0.112246153846154,"larva",3
"Ligula intestinalis",3,"adult",10,3.13333333333333,1.44888888888889,"adult",3
"Lineolepis scutigera",1,"1larv",7,3.28571428571429,3.15646258503401,"larva",2
"Lineolepis scutigera",2,"adult",4,1,0,"adult",2
"Lueheia inscripta",1,"1larv",1,1,NA,"larva",3
"Lueheia inscripta",2,"2larv",3,4.33333333333333,0.888888888888889,"larva",3
"Lueheia inscripta",3,"adult",5,3.3,0.41,"adult",3
"Macracanthorhynchus catulinus",1,"1larv",3,2,0,"larva",3
"Macracanthorhynchus catulinus",2,"2larv",14,3.95604395604396,1.18488105301292,"larva",3
"Macracanthorhynchus catulinus",3,"adult",5,2.3,0.41,"adult",3
"Macracanthorhynchus hirudinaceous",1,"1larv",3,2.66666666666667,0.222222222222222,"larva",2
"Macracanthorhynchus hirudinaceous",2,"adult",1,1,NA,"adult",2
"Macracanthorhynchus ingens",1,"1larv",5,4,2,"larva",3
"Macracanthorhynchus ingens",2,"2larv",9,3.88888888888889,1.70987654320988,"larva",3
"Macracanthorhynchus ingens",3,"adult",2,3,0,"adult",3
"Mastophorus muris",1,"1larv",15,3.76190476190476,0.3718820861678,"larva",2
"Mastophorus muris",2,"adult",8,2.57142857142857,0.316326530612245,"adult",2
"Mathevolepis skrjabini",1,"1larv",2,1,0,"larva",2
"Mathevolepis skrjabini",2,"adult",1,1,NA,"adult",2
"Mathevotaenia deserti",1,"1larv",5,3.1,0.69,"larva",2
"Mathevotaenia deserti",2,"adult",4,2.33333333333333,0.555555555555556,"adult",2
"Mathevotaenia symmetrica",1,"1larv",7,3.04761904761905,0.616780045351474,"larva",2
"Mathevotaenia symmetrica",2,"adult",3,2.66666666666667,0.222222222222222,"adult",2
"Maupasina weissi",1,"1larv",1,1,NA,"larva",2
"Maupasina weissi",2,"adult",1,1,NA,"adult",2
"Mediorhynchus centurorum",1,"1larv",1,1,NA,"larva",2
"Mediorhynchus centurorum",2,"adult",1,1,NA,"adult",2
"Mediorhynchus grandis",1,"1larv",4,2,0,"larva",2
"Mediorhynchus grandis",2,"adult",4,2.5,0.25,"adult",2
"Megalobatrachonema terdentatum",1,"1larv",3,6,0,"larva",2
"Megalobatrachonema terdentatum",2,"adult",2,2,0,"adult",2
"Megathylacoides giganteum",1,"1larv",2,1,0,"larva",3
"Megathylacoides giganteum",2,"2larv",1,1,NA,"larva",3
"Megathylacoides giganteum",3,"adult",5,1.8,0.16,"adult",3
"Mesidionema praecomasculatis",1,"adult",1,1,NA,"adult",1
"Metacanthocephalus johnstoni",1,"1larv",1,NA,NA,"larva",2
"Metacanthocephalus johnstoni",2,"adult",5,1.66666666666667,0.222222222222222,"adult",2
"Metastrongylus apri",1,"1larv",12,NA,NA,"larva",2
"Metastrongylus apri",2,"adult",7,3.38095238095238,0.521541950113379,"adult",2
"Metastrongylus pudendotectus",1,"1larv",4,1.66666666666667,0.222222222222222,"larva",2
"Metastrongylus pudendotectus",2,"adult",1,1,NA,"adult",2
"Metastrongylus salmi",1,"1larv",2,2,0,"larva",2
"Metastrongylus salmi",2,"adult",1,1,NA,"adult",2
"Metroliasthes lucida",1,"1larv",6,3.3,0.81,"larva",2
"Metroliasthes lucida",2,"adult",3,2.66666666666667,0.222222222222222,"adult",2
"Microcephaloides variabilis",1,"1larv",2,3,0,"larva",2
"Microcephaloides variabilis",2,"adult",4,2,1,"adult",2
"Micropleura indica",1,"1larv",1,1,NA,"larva",2
"Micropleura indica",2,"adult",2,2,0,"adult",2
"Microsomacanthus albertensis",1,"1larv",1,1,NA,"larva",2
"Microsomacanthus albertensis",2,"adult",2,2,0,"adult",2
"Microsomacanthus compressa",1,"1larv",6,1.93333333333333,0.0622222222222222,"larva",3
"Microsomacanthus compressa",2,"2larv",6,2.8,2.16,"larva",3
"Microsomacanthus compressa",3,"adult",8,1.53571428571429,0.248724489795918,"adult",3
"Microsomacanthus diorchis",1,"1larv",2,3,0,"larva",2
"Microsomacanthus diorchis",2,"adult",1,1,NA,"adult",2
"Microsomacanthus ductilis",1,"1larv",2,1,NA,"larva",2
"Microsomacanthus ductilis",2,"adult",4,2.5,2.25,"adult",2
"Microsomacanthus hopkinsi",1,"1larv",1,1,NA,"larva",2
"Microsomacanthus hopkinsi",2,"adult",8,1.75,0.1875,"adult",2
"Microsomacanthus microskrjabini",1,"1larv",1,1,NA,"larva",2
"Microsomacanthus microskrjabini",2,"adult",3,3.33333333333333,0.888888888888889,"adult",2
"Microsomacanthus paracompressa",1,"1larv",6,1.86666666666667,0.115555555555556,"larva",3
"Microsomacanthus paracompressa",2,"2larv",10,3,1.5,"larva",3
"Microsomacanthus paracompressa",3,"adult",6,1.6,0.24,"adult",3
"Microsomacanthus paramicrosoma",1,"1larv",2,2,0,"larva",3
"Microsomacanthus paramicrosoma",2,"2larv",5,3.1,1.89,"larva",3
"Microsomacanthus paramicrosoma",3,"adult",3,1.66666666666667,0.222222222222222,"adult",3
"Microsomacanthus paraparvula",1,"1larv",1,1,NA,"larva",2
"Microsomacanthus paraparvula",2,"adult",7,1.80952380952381,0.154195011337868,"adult",2
"Microsomacanthus pusilla",1,"1larv",1,1,NA,"larva",2
"Microsomacanthus pusilla",2,"adult",2,1,0,"adult",2
"Microsomacanthus spinocirrosa",1,"1larv",1,1,NA,"larva",2
"Microsomacanthus spinocirrosa",2,"adult",4,1,0,"adult",2
"Microsomacanthus spiralibursata",1,"1larv",4,3.5,2.25,"larva",3
"Microsomacanthus spiralibursata",2,"2larv",8,3.32142857142857,2.28954081632653,"larva",3
"Microsomacanthus spiralibursata",3,"adult",5,1.6,0.24,"adult",3
"Microsomacanthus trombidacantha",1,"1larv",1,1,NA,"larva",2
"Microsomacanthus trombidacantha",2,"adult",1,1,NA,"adult",2
"Microsomacanthus tuvensis",1,"1larv",2,3,0,"larva",2
"Microsomacanthus tuvensis",2,"adult",8,1.64285714285714,0.229591836734694,"adult",2
"Microtetrameres centuri",1,"1larv",1,1,NA,"larva",2
"Microtetrameres centuri",2,"adult",4,3.16666666666667,1.13888888888889,"adult",2
"Microtetrameres corax",1,"1larv",2,4,0,"larva",2
"Microtetrameres corax",2,"adult",2,2,0,"adult",2
"Microtetrameres helix",1,"1larv",3,3,2,"larva",2
"Microtetrameres helix",2,"adult",2,4,0,"adult",2
"Microtetrameres inermis",1,"1larv",2,2,0,"larva",2
"Microtetrameres inermis",2,"adult",7,2.93333333333333,1.12888888888889,"adult",2
"Molineus barbatus",1,"adult",5,3,0,"adult",1
"Molluscotaenia crassiscolex",1,"1larv",6,2.86666666666667,0.248888888888889,"larva",2
"Molluscotaenia crassiscolex",2,"adult",3,1,0,"adult",2
"Molluscotaenia estavarensis",1,"1larv",1,1,NA,"larva",2
"Molluscotaenia estavarensis",2,"adult",1,1,NA,"adult",2
"Moniezia benedeni",1,"1larv",8,2.46666666666667,0.782222222222222,"larva",2
"Moniezia benedeni",2,"adult",6,2.53333333333333,0.382222222222222,"adult",2
"Moniezia expansa",1,"1larv",11,2.55555555555556,0.635802469135803,"larva",2
"Moniezia expansa",2,"adult",9,2.5,0.416666666666667,"adult",2
"Moniliformis clarki",1,"1larv",2,1,0,"larva",2
"Moniliformis clarki",2,"adult",11,2.58181818181818,0.31603305785124,"adult",2
"Moniliformis moniliformis",1,"1larv",3,3.66666666666667,0.222222222222222,"larva",2
"Moniliformis moniliformis",2,"adult",3,2.33333333333333,0.888888888888889,"adult",2
"Monobothrium hunteri",1,"1larv",1,1,NA,"larva",2
"Monobothrium hunteri",2,"adult",3,1,0,"adult",2
"Monobothrium ingens",1,"1larv",4,1.83333333333333,0.138888888888889,"larva",2
"Monobothrium ingens",2,"adult",2,1,0,"adult",2
"Monobothrium ulmeri",1,"1larv",1,1,NA,"larva",2
"Monobothrium ulmeri",2,"adult",5,1.7,0.21,"adult",2
"Monoecocestus sigmodontis",1,"1larv",5,3,0,"larva",2
"Monoecocestus sigmodontis",2,"adult",1,1,NA,"adult",2
"Monoecocestus sp.",1,"1larv",9,2.91666666666667,0.131944444444444,"larva",2
"Monoecocestus sp.",2,"adult",1,1,NA,"adult",2
"Mosgovoyia pectinata",1,"1larv",2,3,0,"larva",2
"Mosgovoyia pectinata",2,"adult",11,1.32727272727273,0.256528925619835,"adult",2
"Muellerius capillaris",1,"1larv",37,NA,NA,"larva",2
"Muellerius capillaris",2,"adult",3,2,0,"adult",2
"Muspicea borreli",1,"adult",1,1,NA,"adult",1
"Nematodiroides zembrae",1,"adult",1,1,NA,"adult",1
"Nematodirus abnormalis",1,"adult",2,2,0,"adult",1
"Nematodirus battus",1,"adult",2,4,0,"adult",1
"Nematodirus filicollis",1,"adult",2,2,0,"adult",1
"Nematodirus helvetianus",1,"adult",1,1,NA,"adult",1
"Nematodirus spathiger",1,"adult",4,3.33333333333333,0.555555555555556,"adult",1
"Nematoparataenia southwelli",1,"1larv",2,2,0,"larva",2
"Nematoparataenia southwelli",2,"adult",1,1,NA,"adult",2
"Neocamallanus ophiocephali",1,"1larv",2,2,0,"larva",2
"Neocamallanus ophiocephali",2,"adult",3,4,0,"adult",2
"Neoctenotaenia ctenoides",1,"1larv",3,3,0,"larva",2
"Neoctenotaenia ctenoides",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2
"Neoechinorhynchus cristatus",1,"1larv",1,1,NA,"larva",2
"Neoechinorhynchus cristatus",2,"adult",3,1,0,"adult",2
"Neoechinorhynchus cylindratus",1,"1larv",2,2,0,"larva",4
"Neoechinorhynchus cylindratus",2,"2larv",3,1,0,"larva",4
"Neoechinorhynchus cylindratus",3,"adult",5,2.6,1.44,"adult",4
"Neoechinorhynchus cylindratus",4,"adult",1,1,NA,"adult",4
"Neoechinorhynchus emydis",1,"1larv",1,1,NA,"larva",3
"Neoechinorhynchus emydis",2,"2larv",1,1,NA,"larva",3
"Neoechinorhynchus emydis",3,"adult",3,1,0,"adult",3
"Neoechinorhynchus rutili",1,"1larv",3,1,0,"larva",4
"Neoechinorhynchus rutili",2,"2larv",1,1,NA,"larva",4
"Neoechinorhynchus rutili",3,"adult",6,3.13333333333333,1.18222222222222,"adult",4
"Neoechinorhynchus rutili",4,"adult",1,1,NA,"adult",4
"Neoechinorhynchus saginatus",1,"1larv",1,1,NA,"larva",2
"Neoechinorhynchus saginatus",2,"adult",2,1,0,"adult",2
"Neogryporhynchus cheilancristrotus",1,"1larv",1,1,NA,"larva",3
"Neogryporhynchus cheilancristrotus",2,"2larv",4,1.83333333333333,0.138888888888889,"larva",3
"Neogryporhynchus cheilancristrotus",3,"adult",5,1.7,0.21,"adult",3
"Neoskrjabinolepis schaldybini",1,"1larv",2,1,NA,"larva",2
"Neoskrjabinolepis schaldybini",2,"adult",3,1,0,"adult",2
"Neostrongylus linearis",1,"1larv",14,2.8021978021978,0.576258905929236,"larva",2
"Neostrongylus linearis",2,"adult",2,2,0,"adult",2
"Nesolecithus africanus",1,"1larv",1,1,NA,"larva",2
"Nesolecithus africanus",2,"adult",1,1,NA,"adult",2
"Nippotaenia mogurndae",1,"1larv",1,1,NA,"larva",3
"Nippotaenia mogurndae",2,"adult",1,1,NA,"adult",3
"Nippotaenia mogurndae",3,"adult",1,1,NA,"adult",3
"Nybelinia surmenicola",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",3
"Nybelinia surmenicola",2,"2larv",7,4.73333333333333,2.46222222222222,"larva",3
"Nybelinia surmenicola",3,"adult",1,1,NA,"adult",3
"Obeliscoides cuniculi cuniculi",1,"adult",5,3.3,0.81,"adult",1
"Obeliscoides cuniculi multistriatus",1,"adult",4,3,1,"adult",1
"Octospinifer macilentis",1,"1larv",1,1,NA,"larva",2
"Octospinifer macilentis",2,"adult",1,1,NA,"adult",2
"Octospiniferoides chandleri",1,"1larv",2,3,0,"larva",3
"Octospiniferoides chandleri",2,"adult",2,3,0,"adult",3
"Octospiniferoides chandleri",3,"adult",1,1,NA,"adult",3
"Oesophagostomum asperum",1,"adult",1,1,NA,"adult",1
"Oesophagostomum bifurcum",1,"adult",6,2.26666666666667,0.328888888888889,"adult",1
"Oesophagostomum columbianum",1,"adult",1,1,NA,"adult",1
"Oesophagostomum dentatum",1,"adult",1,1,NA,"adult",1
"Oesophagostomum kansuensis",1,"adult",1,1,NA,"adult",1
"Oesophagostomum quadrispinulatum",1,"adult",1,1,NA,"adult",1
"Oesophagostomum radiatum",1,"adult",1,1,NA,"adult",1
"Oesophagostomum venulosum",1,"adult",3,2,0,"adult",1
"Ohbayashinema erbaevae",1,"adult",2,1,0,"adult",1
"Oligacanthorhynchus tortuosa",1,"1larv",1,1,NA,"larva",2
"Oligacanthorhynchus tortuosa",2,"adult",2,2,0,"adult",2
"Ollulanus tricuspis",1,"adult",8,2.82142857142857,0.718112244897959,"adult",1
"Onchocamallanus bagarii",1,"1larv",2,1,0,"larva",2
"Onchocamallanus bagarii",2,"adult",1,1,NA,"adult",2
"Oncicola venezuelensis",1,"1larv",1,1,NA,"larva",3
"Oncicola venezuelensis",2,"2larv",2,1,0,"larva",3
"Oncicola venezuelensis",3,"adult",2,2,0,"adult",3
"Oochoristica anolis",1,"1larv",1,1,NA,"larva",2
"Oochoristica anolis",2,"adult",3,1,0,"adult",2
"Oochoristica javaensis",1,"1larv",1,1,NA,"larva",2
"Oochoristica javaensis",2,"adult",13,2.19230769230769,0.360453648915187,"adult",2
"Oochoristica osheroffi",1,"1larv",3,3.33333333333333,0.888888888888889,"larva",2
"Oochoristica osheroffi",2,"adult",6,2.4,0.64,"adult",2
"Oochoristica scelopori",1,"1larv",1,1,NA,"larva",2
"Oochoristica scelopori",2,"adult",13,1.41025641025641,0.241946088099934,"adult",2
"Oochoristica vacuolata",1,"1larv",8,2.80952380952381,0.72562358276644,"larva",2
"Oochoristica vacuolata",2,"adult",4,2.33333333333333,0.555555555555556,"adult",2
"Ophidascaris baylisi",1,"1larv",1,1,NA,"larva",2
"Ophidascaris baylisi",2,"adult",1,1,NA,"adult",2
"Ophidascaris labiatopapillosa",1,"1larv",5,4,0,"larva",2
"Ophidascaris labiatopapillosa",2,"adult",5,2.3,0.41,"adult",2
"Ophidascaris pyrrhus",1,"1larv",6,2.53333333333333,0.248888888888889,"larva",2
"Ophidascaris pyrrhus",2,"adult",21,2.12380952380952,0.232290249433107,"adult",2
"Ophidascaris trichuriformis",1,"1larv",2,3,0,"larva",2
"Ophidascaris trichuriformis",2,"adult",11,1.95555555555556,0.442469135802469,"adult",2
"Ophiotaenia europaea",1,"1larv",1,1,NA,"larva",3
"Ophiotaenia europaea",2,"2larv",4,4.33333333333333,2.22222222222222,"larva",3
"Ophiotaenia europaea",3,"adult",2,1,0,"adult",3
"Ophiotaenia filaroides",1,"1larv",1,1,NA,"larva",3
"Ophiotaenia filaroides",2,"adult",1,1,NA,"adult",3
"Ophiotaenia filaroides",3,"adult",1,1,NA,"adult",3
"Ophiotaenia gracilis",1,"1larv",1,1,NA,"larva",2
"Ophiotaenia gracilis",2,"adult",2,1,0,"adult",2
"Ophiotaenia perspicua",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",3
"Ophiotaenia perspicua",2,"2larv",2,5,0,"larva",3
"Ophiotaenia perspicua",3,"adult",6,1.93333333333333,0.728888888888889,"adult",3
"Ophiotaenia ranae",1,"1larv",1,1,NA,"larva",2
"Ophiotaenia ranae",2,"adult",1,1,NA,"adult",2
"Ophiotaenia saphena",1,"1larv",2,2,0,"larva",2
"Ophiotaenia saphena",2,"adult",3,2.33333333333333,0.888888888888889,"adult",2
"Ophryocotyle insignis",1,"1larv",1,1,NA,"larva",2
"Ophryocotyle insignis",2,"adult",3,2.33333333333333,0.888888888888889,"adult",2
"Ophryocotyle proteus",1,"1larv",1,1,NA,"larva",2
"Ophryocotyle proteus",2,"adult",6,2.53333333333333,1.18222222222222,"adult",2
"Ornithostrongylus quadriradiatus",1,"adult",3,2,0,"adult",1
"Oslerus osleri",1,"adult",5,1.4,0.24,"adult",1
"Oslerus rostratus",1,"1larv",9,3.42857142857143,0.316326530612245,"larva",3
"Oslerus rostratus",2,"2larv",3,4,2,"larva",3
"Oslerus rostratus",3,"adult",2,2,0,"adult",3
"Ostertagia ostertagi",1,"adult",2,2,0,"adult",1
"Oswaldocruzia filiformis",1,"adult",13,3.93589743589744,1.08563445101907,"adult",1
"Otostrongylus circumlitus",1,"1larv",3,4,0,"larva",2
"Otostrongylus circumlitus",2,"adult",8,1.85714285714286,0.122448979591837,"adult",2
"Oxyspirura mansoni",1,"1larv",1,NA,NA,"larva",2
"Oxyspirura mansoni",2,"adult",9,2.85714285714286,1.05102040816327,"adult",2
"Oxyuris equi",1,"adult",1,1,NA,"adult",1
"Pallisentis nagpurensis",1,"1larv",1,1,NA,"larva",3
"Pallisentis nagpurensis",2,"2larv",5,4,0,"larva",3
"Pallisentis nagpurensis",3,"adult",1,NA,NA,"adult",3
"Parabisaccanthes philactes",1,"1larv",4,2,0,"larva",2
"Parabisaccanthes philactes",2,"adult",1,1,NA,"adult",2
"Paracamallanus cyathopharynx",1,"1larv",1,1,NA,"larva",2
"Paracamallanus cyathopharynx",2,"adult",2,1,0,"adult",2
"Paracamallanus sweeti",1,"1larv",2,1,0,"larva",3
"Paracamallanus sweeti",2,"2larv",4,3.16666666666667,1.13888888888889,"larva",3
"Paracamallanus sweeti",3,"adult",1,1,NA,"adult",3
"Paracapillaria philippinensis",1,"1larv",9,3.75,0.409722222222222,"larva",2
"Paracapillaria philippinensis",2,"adult",7,3.9047619047619,1.89569160997732,"adult",2
"Parachristianella monomegacantha",1,"1larv",1,1,NA,"larva",3
"Parachristianella monomegacantha",2,"2larv",3,2.33333333333333,0.888888888888889,"larva",3
"Parachristianella monomegacantha",3,"adult",1,1,NA,"adult",3
"Paracuaria adunca",1,"1larv",7,3.4,0.506666666666667,"larva",3
"Paracuaria adunca",2,"2larv",8,3.64285714285714,0.51530612244898,"larva",3
"Paracuaria adunca",3,"adult",4,2.5,2.25,"adult",3
"Paradilepis scolecina",1,"1larv",1,1,NA,"larva",3
"Paradilepis scolecina",2,"2larv",10,2.37777777777778,0.679506172839506,"larva",3
"Paradilepis scolecina",3,"adult",1,1,NA,"adult",3
"Parafilaroides decorus",1,"1larv",1,1,NA,"larva",2
"Parafilaroides decorus",2,"adult",2,2,0,"adult",2
"Parafilaroides gymnurus",1,"1larv",3,1,NA,"larva",2
"Parafilaroides gymnurus",2,"adult",4,2,0,"adult",2
"Paranoplocephala macrocephala",1,"1larv",4,3,0,"larva",2
"Paranoplocephala macrocephala",2,"adult",7,1.80952380952381,0.72562358276644,"adult",2
"Paranoplocephala omphalodes",1,"1larv",2,1,0,"larva",2
"Paranoplocephala omphalodes",2,"adult",7,1.28571428571429,0.204081632653061,"adult",2
"Paraquimperia tenerrima",1,"1larv",1,1,NA,"larva",2
"Paraquimperia tenerrima",2,"adult",1,1,NA,"adult",2
"Parascaris equorum",1,"adult",2,1,0,"adult",1
"Parasciurotaenia ryjikovi",1,"1larv",3,3,0,"larva",2
"Parasciurotaenia ryjikovi",2,"adult",2,1,0,"adult",2
"Paraspiralatus sakeri",1,"1larv",1,1,NA,"larva",3
"Paraspiralatus sakeri",2,"2larv",5,4.3,0.81,"larva",3
"Paraspiralatus sakeri",3,"adult",2,1,0,"adult",3
"Paratenuisentis ambiguus",1,"1larv",1,1,NA,"larva",2
